epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,1015.36,0.51786,0.36584,0.92003,0.9992,1,0.995,0.93104,0.36594,0.22068,0.81493,0.000782225,0.000782225,0.000782225
191,1020.09,0.4892,0.35812,0.90255,0.99919,1,0.995,0.94073,0.34571,0.21549,0.80665,0.00077975,0.00077975,0.00077975
192,1026.99,0.51807,0.35702,0.92678,0.99932,1,0.995,0.92912,0.38813,0.2189,0.81627,0.000777275,0.000777275,0.000777275
193,1034.54,0.50304,0.38251,0.92843,0.9992,1,0.995,0.94135,0.35175,0.20662,0.80764,0.0007748,0.0007748,0.0007748
194,1039.47,0.50828,0.3753,0.93254,0.99928,1,0.995,0.94162,0.34803,0.20773,0.80777,0.000772325,0.000772325,0.000772325
195,1043.89,0.4943,0.35148,0.92325,0.99913,1,0.995,0.94225,0.34994,0.20961,0.80626,0.00076985,0.00076985,0.00076985
196,1049.68,0.5162,0.35246,0.92091,0.99889,1,0.995,0.92946,0.36282,0.21337,0.80993,0.000767375,0.000767375,0.000767375
197,1055.21,0.50692,0.3628,0.92725,0.99897,1,0.995,0.92683,0.38399,0.22125,0.81771,0.0007649,0.0007649,0.0007649
198,1059.56,0.52082,0.37001,0.93445,0.99901,1,0.995,0.92972,0.39327,0.22246,0.82108,0.000762425,0.000762425,0.000762425
199,1064.44,0.45306,0.33181,0.89561,0.9988,0.99989,0.995,0.93935,0.35946,0.20979,0.81185,0.00075995,0.00075995,0.00075995
200,1071.1,0.49854,0.35903,0.92254,0.99921,1,0.995,0.94447,0.34645,0.20888,0.81041,0.000757475,0.000757475,0.000757475
201,1075.38,0.49836,0.3648,0.92891,0.99922,1,0.995,0.94694,0.34248,0.21199,0.80789,0.000755,0.000755,0.000755
202,1079.8,0.51244,0.36783,0.93259,0.99916,1,0.995,0.93868,0.35677,0.21269,0.8119,0.000752525,0.000752525,0.000752525
203,1086.85,0.52168,0.39057,0.93624,0.99917,1,0.995,0.93384,0.35439,0.20573,0.81141,0.00075005,0.00075005,0.00075005
204,1091.43,0.47785,0.3444,0.92494,0.99917,1,0.995,0.94014,0.35028,0.20032,0.8094,0.000747575,0.000747575,0.000747575
205,1095.76,0.47974,0.34167,0.90909,0.99897,1,0.995,0.94246,0.34392,0.2054,0.80666,0.0007451,0.0007451,0.0007451
206,1101.71,0.51019,0.37213,0.92993,0.99913,1,0.995,0.93729,0.35091,0.21304,0.80882,0.000742625,0.000742625,0.000742625
207,1107.44,0.48015,0.34599,0.91489,0.99905,1,0.995,0.93483,0.35239,0.2083,0.8077,0.00074015,0.00074015,0.00074015
208,1111.83,0.47431,0.34388,0.91175,0.99931,1,0.995,0.93799,0.35768,0.20859,0.81062,0.000737675,0.000737675,0.000737675
209,1116.57,0.4779,0.34479,0.91191,0.9993,1,0.995,0.94102,0.34912,0.20669,0.80977,0.0007352,0.0007352,0.0007352
210,1123.62,0.48635,0.3545,0.89751,0.99911,1,0.995,0.94379,0.33849,0.20593,0.80726,0.000732725,0.000732725,0.000732725
211,1128.17,0.47579,0.33911,0.90582,0.99904,1,0.995,0.9421,0.3458,0.21016,0.80933,0.00073025,0.00073025,0.00073025
212,1132.45,0.49305,0.36648,0.92572,0.99914,1,0.995,0.92747,0.3738,0.21195,0.8218,0.000727775,0.000727775,0.000727775
213,1139.23,0.50329,0.34649,0.92305,0.99899,1,0.995,0.93955,0.35443,0.20711,0.81355,0.0007253,0.0007253,0.0007253
214,1144.21,0.49846,0.36044,0.91333,0.99823,1,0.995,0.9435,0.33226,0.20809,0.8065,0.000722825,0.000722825,0.000722825
215,1148.5,0.52492,0.36332,0.93818,0.99721,0.99956,0.995,0.94411,0.33481,0.20439,0.80697,0.00072035,0.00072035,0.00072035
216,1154.04,0.50006,0.35507,0.9238,0.99791,1,0.995,0.94949,0.33741,0.19944,0.80908,0.000717875,0.000717875,0.000717875
217,1160.26,0.46773,0.33906,0.91268,0.99838,1,0.995,0.94384,0.34165,0.20311,0.81117,0.0007154,0.0007154,0.0007154
218,1164.5,0.49052,0.34471,0.93283,0.99912,1,0.995,0.93916,0.35012,0.20613,0.81167,0.000712925,0.000712925,0.000712925
219,1168.88,0.45896,0.34485,0.90625,0.9991,1,0.995,0.95118,0.32268,0.19705,0.80424,0.00071045,0.00071045,0.00071045
220,1175.85,0.48191,0.35075,0.91001,0.99916,1,0.995,0.94259,0.33411,0.20279,0.80771,0.000707975,0.000707975,0.000707975
221,1180.19,0.45945,0.32954,0.90602,0.99927,1,0.995,0.94398,0.32994,0.19511,0.80563,0.0007055,0.0007055,0.0007055
222,1184.53,0.51037,0.36963,0.93629,0.99925,1,0.995,0.92417,0.38348,0.20994,0.81594,0.000703025,0.000703025,0.000703025
223,1191.28,0.4767,0.34152,0.91069,0.99908,1,0.995,0.93697,0.36015,0.20702,0.81223,0.00070055,0.00070055,0.00070055
224,1196.22,0.48759,0.36327,0.92524,0.99907,1,0.995,0.92428,0.40554,0.21151,0.82672,0.000698075,0.000698075,0.000698075
225,1200.53,0.48218,0.3445,0.91054,0.99924,1,0.995,0.94511,0.33795,0.19358,0.80528,0.0006956,0.0006956,0.0006956
226,1205.92,0.49141,0.33422,0.9073,0.99919,1,0.995,0.94839,0.33812,0.20812,0.80645,0.000693125,0.000693125,0.000693125
227,1211.92,0.48767,0.34524,0.91612,0.99923,1,0.995,0.93828,0.36431,0.22071,0.81378,0.00069065,0.00069065,0.00069065
228,1216.94,0.4915,0.36814,0.92288,0.99889,1,0.995,0.95451,0.31991,0.20926,0.80475,0.000688175,0.000688175,0.000688175
229,1224.28,0.4624,0.34816,0.89998,0.99893,1,0.995,0.94595,0.3309,0.20835,0.8075,0.0006857,0.0006857,0.0006857
230,1230.33,0.45096,0.34362,0.91682,0.9993,1,0.995,0.95903,0.30209,0.19777,0.7964,0.000683225,0.000683225,0.000683225
231,1234.7,0.45944,0.35086,0.90572,0.99924,1,0.995,0.94893,0.32931,0.20065,0.80199,0.00068075,0.00068075,0.00068075
232,1239.42,0.46717,0.36251,0.91389,0.99923,1,0.995,0.94812,0.33944,0.20542,0.80518,0.000678275,0.000678275,0.000678275
233,1246.15,0.46343,0.34385,0.92496,0.99921,1,0.995,0.95431,0.31786,0.19316,0.80295,0.0006758,0.0006758,0.0006758
234,1250.48,0.48084,0.35055,0.91448,0.99932,1,0.995,0.95323,0.32147,0.2041,0.80237,0.000673325,0.000673325,0.000673325
235,1254.69,0.45888,0.32978,0.90307,0.99929,1,0.995,0.95356,0.31615,0.20087,0.80211,0.00067085,0.00067085,0.00067085
236,1260.58,0.4439,0.32789,0.90176,0.99929,1,0.995,0.96461,0.29235,0.19048,0.79448,0.000668375,0.000668375,0.000668375
237,1265.43,0.43457,0.31951,0.89333,0.99934,1,0.995,0.95831,0.30075,0.19018,0.79588,0.0006659,0.0006659,0.0006659
238,1269.85,0.43742,0.31683,0.89527,0.99924,1,0.995,0.9657,0.29041,0.18673,0.79224,0.000663425,0.000663425,0.000663425
239,1275.53,0.43274,0.31685,0.89891,0.99927,1,0.995,0.96763,0.29001,0.18807,0.79227,0.00066095,0.00066095,0.00066095
240,1281.13,0.42487,0.31613,0.90193,0.99928,1,0.995,0.95561,0.32335,0.19405,0.80301,0.000658475,0.000658475,0.000658475
241,1285.48,0.43911,0.32808,0.90153,0.99913,1,0.995,0.95678,0.31888,0.1984,0.80257,0.000656,0.000656,0.000656
242,1290.24,0.44419,0.31841,0.91147,0.99924,1,0.995,0.97141,0.29321,0.188,0.79724,0.000653525,0.000653525,0.000653525
243,1296.91,0.43763,0.32169,0.90609,0.99931,1,0.995,0.96651,0.28748,0.1867,0.79495,0.00065105,0.00065105,0.00065105
244,1301.21,0.46131,0.33113,0.90618,0.99926,1,0.995,0.96551,0.2934,0.19087,0.79565,0.000648575,0.000648575,0.000648575
245,1305.46,0.4471,0.32334,0.9055,0.99931,1,0.995,0.96112,0.29479,0.18526,0.7941,0.0006461,0.0006461,0.0006461
246,1312.28,0.46631,0.34351,0.90138,0.99936,1,0.995,0.9519,0.31638,0.19468,0.79817,0.000643625,0.000643625,0.000643625
247,1317.09,0.43764,0.31677,0.90412,0.99934,1,0.995,0.9577,0.31425,0.19083,0.79941,0.00064115,0.00064115,0.00064115
248,1321.44,0.44323,0.31082,0.89916,0.99936,1,0.995,0.94692,0.34169,0.19636,0.80892,0.000638675,0.000638675,0.000638675
249,1326.97,0.45155,0.31323,0.90777,0.99937,1,0.995,0.96074,0.29527,0.18232,0.79587,0.0006362,0.0006362,0.0006362
250,1332.8,0.44856,0.31889,0.89927,0.99927,1,0.995,0.96537,0.28896,0.18401,0.79428,0.000633725,0.000633725,0.000633725
251,1337.16,0.43939,0.31232,0.89892,0.99924,1,0.995,0.97181,0.29186,0.18689,0.79217,0.00063125,0.00063125,0.00063125
252,1341.81,0.43495,0.31492,0.89258,0.99932,1,0.995,0.95871,0.3129,0.19133,0.80051,0.000628775,0.000628775,0.000628775
253,1348.55,0.43616,0.31662,0.90159,0.99934,1,0.995,0.97209,0.27749,0.18392,0.79203,0.0006263,0.0006263,0.0006263
254,1352.89,0.43638,0.30234,0.8864,0.99926,1,0.995,0.96889,0.2844,0.18715,0.79407,0.000623825,0.000623825,0.000623825
255,1357.33,0.42414,0.30298,0.89567,0.99926,1,0.995,0.97128,0.2776,0.1831,0.79215,0.00062135,0.00062135,0.00062135
256,1363.53,0.42,0.32682,0.89735,0.99919,1,0.995,0.97336,0.27252,0.18005,0.7906,0.000618875,0.000618875,0.000618875
257,1368.78,0.43676,0.33045,0.90866,0.99922,1,0.995,0.9702,0.28052,0.18456,0.79333,0.0006164,0.0006164,0.0006164
258,1373.22,0.41828,0.29704,0.89004,0.99935,1,0.995,0.96567,0.29091,0.18021,0.79716,0.000613925,0.000613925,0.000613925
259,1378.47,0.41722,0.29463,0.89547,0.99928,1,0.995,0.97112,0.27836,0.1781,0.79153,0.00061145,0.00061145,0.00061145
260,1384.6,0.43881,0.3064,0.91058,0.99938,1,0.995,0.963,0.29489,0.18394,0.79431,0.000608975,0.000608975,0.000608975
261,1388.94,0.42984,0.31794,0.89496,0.99941,1,0.995,0.96626,0.28515,0.17954,0.79202,0.0006065,0.0006065,0.0006065
262,1393.36,0.4192,0.31445,0.90115,0.99924,1,0.995,0.96561,0.29223,0.18251,0.79494,0.000604025,0.000604025,0.000604025
263,1400.29,0.44912,0.31412,0.90349,0.99918,1,0.995,0.96518,0.3027,0.18449,0.79723,0.00060155,0.00060155,0.00060155
264,1404.85,0.43542,0.32051,0.89512,0.99939,1,0.995,0.97077,0.28505,0.17871,0.79123,0.000599075,0.000599075,0.000599075
265,1409.37,0.37424,0.27768,0.87723,0.99911,1,0.995,0.96315,0.30273,0.18586,0.79555,0.0005966,0.0005966,0.0005966
266,1416.78,0.42865,0.31473,0.88639,0.99917,1,0.995,0.96365,0.29717,0.18508,0.79806,0.000594125,0.000594125,0.000594125
267,1423.44,0.41971,0.32204,0.90324,0.99921,1,0.995,0.95268,0.31284,0.19016,0.80166,0.00059165,0.00059165,0.00059165
268,1427.94,0.409,0.29507,0.88748,0.99925,1,0.995,0.9544,0.31896,0.1901,0.80439,0.000589175,0.000589175,0.000589175
269,1432.47,0.4298,0.31923,0.8988,0.99922,1,0.995,0.94126,0.35359,0.19783,0.81449,0.0005867,0.0005867,0.0005867
270,1439.54,0.44097,0.32966,0.90067,0.99933,1,0.995,0.964,0.30405,0.18518,0.79599,0.000584225,0.000584225,0.000584225
271,1443.92,0.39927,0.30284,0.89092,0.99936,1,0.995,0.96536,0.28726,0.18442,0.79214,0.00058175,0.00058175,0.00058175
272,1448.16,0.42513,0.31874,0.88822,0.99934,1,0.995,0.97064,0.27824,0.18184,0.79155,0.000579275,0.000579275,0.000579275
273,1454.23,0.40556,0.30652,0.88975,0.99937,1,0.995,0.9718,0.26808,0.18034,0.78964,0.0005768,0.0005768,0.0005768
274,1459.79,0.41692,0.30893,0.89666,0.99917,1,0.995,0.97952,0.26428,0.18339,0.78724,0.000574325,0.000574325,0.000574325
275,1464.26,0.42442,0.30506,0.90696,0.99792,0.9995,0.995,0.97031,0.2825,0.1866,0.79131,0.00057185,0.00057185,0.00057185
276,1469.08,0.43,0.31861,0.91182,0.99913,0.99789,0.995,0.96705,0.27809,0.17917,0.79145,0.000569375,0.000569375,0.000569375
277,1475.92,0.42565,0.31882,0.89109,0.99923,0.99791,0.995,0.97276,0.26624,0.17714,0.78872,0.0005669,0.0005669,0.0005669
278,1480.35,0.41678,0.30486,0.88987,0.99908,0.99815,0.995,0.96998,0.27566,0.17628,0.7908,0.000564425,0.000564425,0.000564425
279,1484.8,0.45755,0.34961,0.91929,0.99924,1,0.995,0.96768,0.28792,0.18617,0.79493,0.00056195,0.00056195,0.00056195
280,1491.85,0.40129,0.29047,0.8897,0.99936,1,0.995,0.97059,0.26255,0.17661,0.78718,0.000559475,0.000559475,0.000559475
281,1496.42,0.4054,0.29065,0.88671,0.99935,1,0.995,0.97572,0.25042,0.17289,0.78325,0.000557,0.000557,0.000557
282,1500.82,0.4163,0.31684,0.89522,0.99934,1,0.995,0.97737,0.25458,0.17214,0.78441,0.000554525,0.000554525,0.000554525
283,1506.65,0.42268,0.30283,0.90086,0.99931,1,0.995,0.97468,0.25751,0.17134,0.78616,0.00055205,0.00055205,0.00055205
284,1512.33,0.43359,0.32796,0.91098,0.99938,1,0.995,0.97089,0.27486,0.17468,0.78963,0.000549575,0.000549575,0.000549575
285,1517.01,0.41479,0.31083,0.89506,0.99934,1,0.995,0.96683,0.28641,0.17619,0.79217,0.0005471,0.0005471,0.0005471
286,1522.29,0.41744,0.30001,0.8947,0.99921,1,0.995,0.96866,0.28494,0.18352,0.79232,0.000544625,0.000544625,0.000544625
287,1528.16,0.4287,0.30501,0.90792,0.99917,1,0.995,0.97704,0.26258,0.17819,0.78807,0.00054215,0.00054215,0.00054215
288,1532.57,0.40519,0.29936,0.90082,0.99933,1,0.995,0.97078,0.27449,0.17561,0.78835,0.000539675,0.000539675,0.000539675
289,1537.13,0.41436,0.30912,0.89434,0.99927,1,0.995,0.9749,0.26342,0.16985,0.78562,0.0005372,0.0005372,0.0005372
290,1544.31,0.42496,0.31853,0.90488,0.99927,1,0.995,0.98086,0.24373,0.16445,0.78121,0.000534725,0.000534725,0.000534725
291,1548.86,0.45166,0.33041,0.91598,0.9992,1,0.995,0.98336,0.24867,0.16736,0.78262,0.00053225,0.00053225,0.00053225
292,1553.26,0.40087,0.29843,0.89226,0.99929,1,0.995,0.98092,0.25367,0.16949,0.78427,0.000529775,0.000529775,0.000529775
293,1559.62,0.40693,0.29981,0.8859,0.99936,1,0.995,0.97711,0.26273,0.16912,0.78649,0.0005273,0.0005273,0.0005273
294,1565.11,0.398,0.2846,0.88273,0.99935,1,0.995,0.97766,0.2605,0.16582,0.78471,0.000524825,0.000524825,0.000524825
295,1569.55,0.41733,0.30785,0.89489,0.99937,1,0.995,0.97837,0.26035,0.16697,0.78447,0.00052235,0.00052235,0.00052235
296,1575.01,0.38856,0.28429,0.88129,0.99935,1,0.995,0.98327,0.24284,0.16673,0.78124,0.000519875,0.000519875,0.000519875
297,1581.53,0.41777,0.31507,0.90186,0.9993,1,0.995,0.98332,0.24272,0.16602,0.78343,0.0005174,0.0005174,0.0005174
298,1586.07,0.41499,0.29828,0.89755,0.99906,1,0.995,0.97321,0.27164,0.17514,0.79008,0.000514925,0.000514925,0.000514925
299,1590.86,0.40976,0.29839,0.90228,0.99919,1,0.995,0.97478,0.27219,0.17302,0.79029,0.00051245,0.00051245,0.00051245
300,1598.02,0.4045,0.30832,0.89742,0.99941,1,0.995,0.98057,0.25885,0.16788,0.78654,0.000509975,0.000509975,0.000509975
301,1602.38,0.44885,0.32344,0.92822,0.99941,1,0.995,0.97113,0.26798,0.16867,0.78763,0.0005075,0.0005075,0.0005075
302,1608.08,0.435,0.30551,0.91011,0.99935,1,0.995,0.95731,0.30241,0.18049,0.79676,0.000505025,0.000505025,0.000505025
303,1616.2,0.41691,0.31237,0.89787,0.99936,1,0.995,0.96281,0.28518,0.1757,0.79304,0.00050255,0.00050255,0.00050255
304,1621.56,0.44256,0.33076,0.89896,0.9993,1,0.995,0.97868,0.24404,0.16639,0.78211,0.000500075,0.000500075,0.000500075
305,1626.21,0.43744,0.31459,0.90251,0.99936,1,0.995,0.97791,0.24994,0.16659,0.78291,0.0004976,0.0004976,0.0004976
306,1631.49,0.41443,0.29489,0.90352,0.99935,1,0.995,0.97753,0.25856,0.16383,0.78426,0.000495125,0.000495125,0.000495125
307,1637.82,0.38663,0.28138,0.88096,0.99931,1,0.995,0.98569,0.23542,0.15824,0.77949,0.00049265,0.00049265,0.00049265
308,1642.36,0.40059,0.30451,0.89341,0.99933,1,0.995,0.98945,0.22553,0.15472,0.7778,0.000490175,0.000490175,0.000490175
309,1646.83,0.41279,0.32958,0.90804,0.99937,1,0.995,0.98501,0.23705,0.15596,0.7801,0.0004877,0.0004877,0.0004877
310,1654,0.38153,0.28827,0.87915,0.99923,1,0.995,0.97673,0.24361,0.16065,0.78345,0.000485225,0.000485225,0.000485225
311,1658.76,0.38861,0.28664,0.88263,0.99916,1,0.995,0.9848,0.2314,0.15908,0.77888,0.00048275,0.00048275,0.00048275
312,1663.1,0.39205,0.28536,0.88837,0.99931,1,0.995,0.98298,0.23477,0.15992,0.77958,0.000480275,0.000480275,0.000480275
313,1669.12,0.43144,0.31851,0.90667,0.99932,1,0.995,0.9823,0.24457,0.15784,0.78213,0.0004778,0.0004778,0.0004778
314,1675.4,0.39339,0.28901,0.89548,0.99925,1,0.995,0.97688,0.2597,0.15994,0.78501,0.000475325,0.000475325,0.000475325
315,1679.89,0.4108,0.32571,0.90603,0.99917,1,0.995,0.98146,0.23672,0.15592,0.78048,0.00047285,0.00047285,0.00047285
316,1684.86,0.40431,0.30599,0.89854,0.99924,1,0.995,0.98451,0.23872,0.16179,0.78008,0.000470375,0.000470375,0.000470375
317,1692.13,0.41517,0.31433,0.90715,0.99937,1,0.995,0.98213,0.24842,0.15937,0.78295,0.0004679,0.0004679,0.0004679
318,1696.61,0.38581,0.26256,0.8838,0.99935,1,0.995,0.98711,0.23696,0.15765,0.78153,0.000465425,0.000465425,0.000465425
319,1701.07,0.39009,0.28698,0.87962,0.99937,1,0.995,0.98744,0.23312,0.16046,0.78096,0.00046295,0.00046295,0.00046295
320,1707.49,0.40663,0.31576,0.89033,0.99933,1,0.995,0.97619,0.26293,0.16686,0.78618,0.000460475,0.000460475,0.000460475
321,1713.26,0.40939,0.31059,0.89557,0.99931,1,0.995,0.97913,0.25362,0.16152,0.78542,0.000458,0.000458,0.000458
322,1717.72,0.3918,0.292,0.87964,0.99926,1,0.995,0.98542,0.2404,0.16628,0.78215,0.000455525,0.000455525,0.000455525
323,1722.79,0.37427,0.26469,0.87754,0.99932,1,0.995,0.98399,0.23877,0.16111,0.7818,0.00045305,0.00045305,0.00045305
324,1729.46,0.38922,0.28463,0.88979,0.99932,1,0.995,0.98148,0.25043,0.16408,0.78298,0.000450575,0.000450575,0.000450575
325,1734.02,0.43228,0.32126,0.90844,0.99925,1,0.995,0.9806,0.24785,0.16303,0.78209,0.0004481,0.0004481,0.0004481
326,1738.59,0.37858,0.27379,0.875,0.99932,1,0.995,0.98291,0.23829,0.15822,0.78023,0.000445625,0.000445625,0.000445625
327,1745.57,0.38044,0.29341,0.88627,0.99939,1,0.995,0.97296,0.26333,0.16188,0.78418,0.00044315,0.00044315,0.00044315
328,1750.2,0.40914,0.30794,0.89759,0.99935,1,0.995,0.9879,0.22833,0.15558,0.77886,0.000440675,0.000440675,0.000440675
329,1754.67,0.39451,0.30602,0.89205,0.9993,1,0.995,0.98504,0.24421,0.1589,0.78091,0.0004382,0.0004382,0.0004382
330,1761.18,0.39879,0.29729,0.89132,0.99925,1,0.995,0.98518,0.22905,0.15301,0.77846,0.000435725,0.000435725,0.000435725
331,1766.51,0.38657,0.28734,0.8882,0.99924,1,0.995,0.98782,0.22235,0.15367,0.77691,0.00043325,0.00043325,0.00043325
332,1770.84,0.39879,0.28012,0.90112,0.99935,1,0.995,0.97699,0.24567,0.16193,0.78239,0.000430775,0.000430775,0.000430775
333,1775.96,0.36662,0.26711,0.88832,0.99943,1,0.995,0.986,0.22442,0.15496,0.77868,0.0004283,0.0004283,0.0004283
334,1782.31,0.37249,0.26944,0.87936,0.99943,1,0.995,0.98722,0.22378,0.15561,0.7781,0.000425825,0.000425825,0.000425825
335,1786.83,0.34501,0.26524,0.87155,0.99932,1,0.995,0.98692,0.21894,0.15206,0.77724,0.00042335,0.00042335,0.00042335
336,1791.38,0.37791,0.27904,0.88832,0.9993,1,0.995,0.98927,0.2208,0.14971,0.77729,0.000420875,0.000420875,0.000420875
337,1798.26,0.35352,0.26623,0.88508,0.99937,1,0.995,0.98951,0.21699,0.14707,0.7763,0.0004184,0.0004184,0.0004184
338,1804.95,0.36033,0.27756,0.88112,0.99933,1,0.995,0.98981,0.20977,0.14529,0.77481,0.000415925,0.000415925,0.000415925
339,1810.69,0.35768,0.25405,0.88331,0.9993,1,0.995,0.99051,0.21065,0.14839,0.77488,0.00041345,0.00041345,0.00041345
340,1817.68,0.38309,0.2927,0.89298,0.9994,1,0.995,0.98993,0.21926,0.14762,0.77666,0.000410975,0.000410975,0.000410975
341,1822.27,0.40683,0.30756,0.90393,0.99933,1,0.995,0.98969,0.21789,0.15,0.77663,0.0004085,0.0004085,0.0004085
342,1826.78,0.38186,0.28231,0.88471,0.99939,1,0.995,0.98739,0.222,0.15432,0.7779,0.000406025,0.000406025,0.000406025
343,1833.49,0.37253,0.28229,0.88068,0.99939,1,0.995,0.98784,0.22948,0.15467,0.77822,0.00040355,0.00040355,0.00040355
344,1837.92,0.37182,0.27737,0.88808,0.9994,1,0.995,0.98333,0.22965,0.15634,0.77879,0.000401075,0.000401075,0.000401075
345,1842.37,0.37147,0.26893,0.87701,0.99936,1,0.995,0.98739,0.2194,0.15191,0.77746,0.0003986,0.0003986,0.0003986
346,1849.01,0.37351,0.27596,0.87149,0.99939,1,0.995,0.98522,0.22334,0.15317,0.77755,0.000396125,0.000396125,0.000396125
347,1854,0.36813,0.27035,0.88748,0.99936,1,0.995,0.98568,0.21901,0.15015,0.77774,0.00039365,0.00039365,0.00039365
348,1858.4,0.37537,0.279,0.88071,0.99935,1,0.995,0.98759,0.21539,0.14779,0.77767,0.000391175,0.000391175,0.000391175
349,1863.76,0.35412,0.26151,0.86163,0.99934,1,0.995,0.98659,0.22254,0.14987,0.77944,0.0003887,0.0003887,0.0003887
350,1870.06,0.35761,0.26372,0.87299,0.99934,1,0.995,0.98523,0.22333,0.14974,0.78068,0.000386225,0.000386225,0.000386225
351,1874.46,0.36917,0.27285,0.88565,0.99936,1,0.995,0.98758,0.21756,0.14759,0.77836,0.00038375,0.00038375,0.00038375
352,1879.07,0.33773,0.25184,0.86852,0.99943,1,0.995,0.99128,0.20388,0.14572,0.77418,0.000381275,0.000381275,0.000381275
353,1885.94,0.36914,0.27727,0.87309,0.9994,1,0.995,0.98897,0.21458,0.14646,0.77507,0.0003788,0.0003788,0.0003788
354,1890.7,0.3585,0.26339,0.8735,0.99937,1,0.995,0.98982,0.2103,0.14762,0.77519,0.000376325,0.000376325,0.000376325
355,1895.22,0.36109,0.25484,0.87565,0.99936,1,0.995,0.9906,0.21236,0.14752,0.77709,0.00037385,0.00037385,0.00037385
356,1901.35,0.35836,0.26587,0.87817,0.99934,1,0.995,0.99093,0.21264,0.14819,0.77871,0.000371375,0.000371375,0.000371375
357,1906.66,0.34754,0.26716,0.87927,0.99937,1,0.995,0.98964,0.21074,0.1438,0.77766,0.0003689,0.0003689,0.0003689
358,1911.2,0.34803,0.26878,0.8838,0.9994,1,0.995,0.99328,0.2091,0.14171,0.77443,0.000366425,0.000366425,0.000366425
359,1916.54,0.37188,0.26506,0.88521,0.99941,1,0.995,0.99075,0.20971,0.1424,0.77432,0.00036395,0.00036395,0.00036395
360,1922.77,0.35657,0.26272,0.87758,0.99938,1,0.995,0.99024,0.21541,0.14434,0.77468,0.000361475,0.000361475,0.000361475
361,1927.05,0.34508,0.26495,0.87826,0.99937,1,0.995,0.9914,0.20846,0.14456,0.77358,0.000359,0.000359,0.000359
362,1931.83,0.37991,0.28142,0.88844,0.9993,1,0.995,0.99239,0.20063,0.14305,0.7724,0.000356525,0.000356525,0.000356525
363,1938.68,0.3629,0.25944,0.87087,0.99929,1,0.995,0.99153,0.20411,0.14155,0.77306,0.00035405,0.00035405,0.00035405
364,1943.07,0.36612,0.26672,0.88593,0.99927,1,0.995,0.99198,0.19838,0.1382,0.77205,0.000351575,0.000351575,0.000351575
365,1947.43,0.36181,0.28334,0.87384,0.99925,1,0.995,0.9915,0.19814,0.14041,0.77235,0.0003491,0.0003491,0.0003491
366,1953.79,0.36274,0.27571,0.88189,0.99919,1,0.995,0.98712,0.22046,0.14558,0.77676,0.000346625,0.000346625,0.000346625
367,1958.94,0.36687,0.26451,0.87968,0.99915,1,0.995,0.98698,0.21123,0.14165,0.77457,0.00034415,0.00034415,0.00034415
368,1963.19,0.36226,0.26158,0.88031,0.99928,1,0.995,0.98756,0.20993,0.1404,0.77288,0.000341675,0.000341675,0.000341675
369,1968.39,0.36107,0.27633,0.88333,0.99934,1,0.995,0.98883,0.2015,0.13802,0.77283,0.0003392,0.0003392,0.0003392
370,1974.62,0.34495,0.25681,0.87153,0.99935,1,0.995,0.98884,0.20653,0.13996,0.77359,0.000336725,0.000336725,0.000336725
371,1979.09,0.3659,0.27535,0.87794,0.99933,1,0.995,0.98996,0.20243,0.13879,0.7725,0.00033425,0.00033425,0.00033425
372,1983.66,0.34146,0.26547,0.87274,0.99932,1,0.995,0.99262,0.19779,0.13615,0.77212,0.000331775,0.000331775,0.000331775
373,1990.61,0.37557,0.28428,0.88929,0.99931,1,0.995,0.98793,0.21319,0.13976,0.77463,0.0003293,0.0003293,0.0003293
374,1995.51,0.38392,0.286,0.89375,0.9993,1,0.995,0.98746,0.21009,0.1393,0.77455,0.000326825,0.000326825,0.000326825
375,2002.99,0.33451,0.24746,0.85716,0.99925,1,0.995,0.99108,0.20582,0.13943,0.77273,0.00032435,0.00032435,0.00032435
376,2010.43,0.34248,0.26112,0.87561,0.99926,1,0.995,0.99107,0.20704,0.14278,0.77279,0.000321875,0.000321875,0.000321875
377,2015.04,0.34699,0.25621,0.88108,0.99929,1,0.995,0.99254,0.1962,0.1377,0.77071,0.0003194,0.0003194,0.0003194
378,2019.46,0.37693,0.30634,0.88995,0.99932,1,0.995,0.9912,0.1967,0.13813,0.77077,0.000316925,0.000316925,0.000316925
379,2025.46,0.34944,0.25744,0.87199,0.99932,1,0.995,0.99057,0.19829,0.14226,0.7718,0.00031445,0.00031445,0.00031445
380,2030.52,0.34131,0.25323,0.87262,0.99937,1,0.995,0.99083,0.19907,0.14269,0.77206,0.000311975,0.000311975,0.000311975
381,2034.99,0.35659,0.26484,0.87864,0.99939,1,0.995,0.99156,0.20131,0.14374,0.77157,0.0003095,0.0003095,0.0003095
382,2040.56,0.36045,0.27941,0.88248,0.99935,1,0.995,0.99201,0.19253,0.14104,0.77171,0.000307025,0.000307025,0.000307025
383,2046.55,0.35002,0.25626,0.87499,0.99934,1,0.995,0.99204,0.18863,0.13786,0.7708,0.00030455,0.00030455,0.00030455
384,2051.06,0.34115,0.26604,0.87198,0.99933,1,0.995,0.99303,0.18796,0.13789,0.76971,0.000302075,0.000302075,0.000302075
